t      Ek       Ep     Etotal
0.1569  4.2621  17.256  21.519
0.157  4.2663  17.255  21.521
0.1571  4.2705  17.253  21.523
0.1572  4.2749  17.251  21.526
0.1573  4.2795  17.249  21.529
0.1574  4.2841  17.247  21.532
0.1575  4.2889  17.246  21.535
0.1576  4.2939  17.244  21.538
0.1577  4.299  17.242  21.541
0.1578  4.3043  17.241  21.545
0.1579  4.3098  17.239  21.549
0.158  4.3154  17.237  21.553
0.1581  4.3198  17.236  21.556
0.1582  4.3252  17.234  21.56
0.1583  4.3309  17.233  21.564
0.1584  4.3366  17.231  21.568
0.1585  4.3425  17.23  21.572
0.1586  4.3485  17.228  21.577
0.1587  4.3545  17.227  21.582
0.1588  4.3607  17.226  21.586
0.1589  4.367  17.224  21.591
0.159  4.3734  17.223  21.596
0.1591  4.3799  17.222  21.602
0.1592  4.3864  17.22  21.607
0.1593  4.3928  17.219  21.612
0.1594  4.3993  17.218  21.617
0.1595  4.4059  17.217  21.623
0.1596  4.4126  17.215  21.628
0.1597  4.4194  17.214  21.634
0.1598  4.4262  17.213  21.639
0.1599  4.4331  17.212  21.645
0.16  4.44  17.211  21.651
0.1601  4.447  17.21  21.657
0.1602  4.4541  17.209  21.663
0.1603  4.4612  17.208  21.669
0.1604  4.4683  17.207  21.675
0.1605  4.4755  17.206  21.681
0.1606  4.4827  17.205  21.687
0.1607  4.4899  17.204  21.694
0.1608  4.4971  17.203  21.7
0.1609  4.5043  17.202  21.706
0.161  4.5115  17.201  21.712
0.1611  4.5186  17.2  21.719
0.1612  4.5256  17.199  21.725
0.1613  4.5326  17.198  21.731
0.1614  4.5394  17.198  21.737
0.1615  4.5462  17.197  21.743
0.1616  4.5528  17.196  21.749
0.1617  4.5592  17.195  21.755
0.1618  4.5655  17.195  21.76
0.1619  4.5717  17.194  21.766
0.162  4.5776  17.193  21.771
0.1621  4.5834  17.193  21.776
0.1622  4.5889  17.192  21.781
0.1623  4.5943  17.191  21.786
0.1624  4.5994  17.191  21.79
0.1625  4.6044  17.19  21.795
0.1626  4.6092  17.19  21.799
0.1627  4.6138  17.189  21.803
0.1628  4.6183  17.188  21.807
0.1629  4.6226  17.188  21.811
0.163  4.6268  17.187  21.814
0.1631  4.6309  17.187  21.818
0.1632  4.6348  17.186  21.821
0.1633  4.6388  17.186  21.825
0.1634  4.6426  17.186  21.828
0.1635  4.6375  17.185  21.823
0.1636  4.641  17.185  21.826
0.1637  4.6445  17.184  21.829
0.1638  4.6481  17.184  21.832
0.1639  4.6517  17.184  21.836
0.164  4.6553  17.184  21.839
0.1641  4.6591  17.183  21.842
0.1642  4.6629  17.183  21.846
0.1643  4.6668  17.183  21.85
0.1644  4.6709  17.183  21.853
0.1645  4.675  17.182  21.857
0.1646  4.6793  17.182  21.861
0.1647  4.6837  17.182  21.866
0.1648  4.6882  17.182  21.87
0.1649  4.6928  17.182  21.874
0.165  4.6976  17.181  21.879
0.1651  4.6946  17.181  21.876
0.1652  4.6991  17.181  21.88
0.1653  4.7037  17.181  21.885
0.1654  4.7083  17.181  21.89
0.1655  4.713  17.181  21.894
0.1656  4.7177  17.181  21.899
0.1657  4.7225  17.181  21.904
0.1658  4.7272  17.181  21.908
0.1659  4.7319  17.181  21.913
0.166  4.7367  17.181  21.918
0.1661  4.7413  17.181  21.923
0.1662  4.746  17.181  21.927
0.1663  4.7506  17.181  21.932
0.1664  4.7552  17.181  21.937
0.1665  4.7597  17.182  21.941
0.1666  4.7642  17.182  21.946
0.1667  4.7686  17.182  21.95
0.1668  4.773  17.182  21.955
0.1669  4.7773  17.182  21.959
0.167  4.7816  17.182  21.964
0.1671  4.7858  17.182  21.968
0.1672  4.79  17.182  21.972
0.1673  4.7942  17.183  21.977
0.1674  4.7983  17.183  21.981
0.1675  4.8024  17.183  21.985
0.1676  4.8066  17.183  21.99
0.1677  4.8071  17.183  21.99
0.1678  4.8106  17.184  21.994
0.1679  4.8141  17.184  21.998
0.168  4.8176  17.184  22.002
0.1681  4.8212  17.184  22.006
0.1682  4.8249  17.185  22.01
0.1683  4.8286  17.185  22.014
0.1684  4.8324  17.185  22.018
0.1685  4.8362  17.186  22.022
0.1686  4.8401  17.186  22.026
0.1687  4.8441  17.186  22.03
0.1688  4.8482  17.187  22.035
0.1689  4.8522  17.187  22.039
0.169  4.8564  17.187  22.044
0.1691  4.8605  17.188  22.048
0.1692  4.8647  17.188  22.053
0.1693  4.869  17.189  22.058
0.1694  4.8732  17.189  22.062
0.1695  4.8767  17.189  22.066
0.1696  4.8807  17.19  22.07
0.1697  4.8831  17.19  22.073
0.1698  4.8869  17.191  22.077
0.1699  4.8906  17.191  22.082
0.17  4.8944  17.192  22.086
0.1701  4.8982  17.192  22.09
0.1702  4.9021  17.193  22.095
0.1703  4.9059  17.193  22.099
0.1704  4.9096  17.194  22.103
0.1705  4.9134  17.194  22.107
0.1706  4.9172  17.195  22.112
0.1707  4.921  17.195  22.116
0.1708  4.9249  17.196  22.121
0.1709  4.9238  17.196  22.12
0.171  4.9276  17.197  22.124
0.1711  4.9315  17.197  22.129
0.1712  4.9354  17.198  22.133
0.1713  4.9393  17.199  22.138
0.1714  4.9433  17.199  22.142
0.1715  4.9474  17.2  22.147
0.1716  4.9515  17.2  22.152
0.1717  4.9557  17.201  22.157
0.1718  4.9599  17.202  22.162
0.1719  4.9641  17.202  22.166
0.172  4.9684  17.203  22.171
0.1721  4.9728  17.204  22.176
0.1722  4.9771  17.204  22.181
0.1723  4.9815  17.205  22.186
0.1724  4.986  17.206  22.191
0.1725  4.9904  17.206  22.197
0.1726  4.9949  17.207  22.202
0.1727  4.9993  17.208  22.207
0.1728  5.0038  17.208  22.212
0.1729  5.0082  17.209  22.217
0.173  5.0127  17.21  22.222
0.1731  5.0171  17.21  22.227
0.1732  5.0214  17.211  22.232
0.1733  5.0258  17.212  22.237
0.1734  5.0301  17.212  22.242
0.1735  5.0341  17.213  22.247
0.1736  5.0383  17.214  22.252
0.1737  5.0425  17.214  22.257
0.1738  5.0466  17.215  22.262
0.1739  5.0506  17.216  22.266
0.174  5.0546  17.217  22.271
0.1741  5.0585  17.217  22.276
0.1742  5.0624  17.218  22.28
0.1743  5.0663  17.219  22.285
0.1744  5.07  17.219  22.289
0.1745  5.0737  17.22  22.294
0.1746  5.0773  17.221  22.298
0.1747  5.0808  17.222  22.302
0.1748  5.0843  17.222  22.307
0.1749  5.0876  17.223  22.311
0.175  5.0908  17.224  22.315
0.1751  5.0939  17.224  22.318
0.1752  5.0968  17.225  22.322
0.1753  5.0996  17.226  22.326
0.1754  5.1023  17.227  22.329
0.1755  5.1049  17.227  22.332
0.1756  5.1072  17.228  22.335
0.1757  5.1094  17.229  22.338
0.1758  5.1115  17.23  22.341
0.1759  5.1135  17.23  22.344
0.176  5.1153  17.231  22.346
0.1761  5.1171  17.232  22.349
0.1762  5.1187  17.233  22.351
0.1763  5.1202  17.233  22.354
0.1764  5.1217  17.234  22.356
0.1765  5.1231  17.235  22.358
0.1766  5.1246  17.235  22.36
0.1767  5.126  17.236  22.362
0.1768  5.1275  17.237  22.364
0.1769  5.129  17.238  22.367
0.177  5.1306  17.238  22.369
0.1771  5.1323  17.239  22.371
0.1772  5.1341  17.24  22.374
0.1773  5.1361  17.241  22.377
0.1774  5.1382  17.241  22.38
0.1775  5.1405  17.242  22.383
0.1776  5.1421  17.243  22.385
0.1777  5.1447  17.244  22.388
0.1778  5.1475  17.244  22.392
0.1779  5.1504  17.245  22.395
0.178  5.1535  17.246  22.399
0.1781  5.1567  17.246  22.403
0.1782  5.1601  17.247  22.407
0.1783  5.1635  17.248  22.411
0.1784  5.1671  17.249  22.416
0.1785  5.1707  17.249  22.42
0.1786  5.1744  17.25  22.424
0.1787  5.1781  17.251  22.429
0.1788  5.1819  17.252  22.433
0.1789  5.1856  17.252  22.438
0.179  5.1894  17.253  22.442
0.1791  5.1931  17.254  22.447
0.1792  5.1967  17.254  22.451
0.1793  5.2003  17.255  22.455
0.1794  5.2039  17.256  22.46
0.1795  5.2073  17.256  22.464
0.1796  5.2107  17.257  22.468
0.1797  5.214  17.258  22.472
0.1798  5.2172  17.259  22.476
0.1799  5.2204  17.259  22.48
0.18  5.2234  17.26  22.483
0.1801  5.2264  17.261  22.487
0.1802  5.2293  17.261  22.491
0.1803  5.2321  17.262  22.494
0.1804  5.2348  17.263  22.497
0.1805  5.2375  17.263  22.501
0.1806  5.2401  17.264  22.504
0.1807  5.2426  17.265  22.507
0.1808  5.2451  17.265  22.51
0.1809  5.2475  17.266  22.513
0.181  5.2499  17.267  22.516
0.1811  5.2522  17.267  22.519
0.1812  5.2545  17.268  22.522
0.1813  5.2567  17.269  22.525
0.1814  5.259  17.269  22.528
0.1815  5.2611  17.27  22.531
0.1816  5.2633  17.27  22.534
0.1817  5.2654  17.271  22.536
0.1818  5.2675  17.272  22.539
0.1819  5.2696  17.272  22.542
0.182  5.2717  17.273  22.545
0.1821  5.2738  17.273  22.547
0.1822  5.2758  17.274  22.55
0.1823  5.2779  17.275  22.553
0.1824  5.2799  17.275  22.555
0.1825  5.282  17.276  22.558
0.1826  5.284  17.276  22.561
0.1827  5.2861  17.277  22.563
0.1828  5.2881  17.278  22.566
0.1829  5.2902  17.278  22.568
0.183  5.2922  17.279  22.571
0.1831  5.2943  17.279  22.574
0.1832  5.2963  17.28  22.576
0.1833  5.2984  17.28  22.579
0.1834  5.3005  17.281  22.582
0.1835  5.3026  17.282  22.584
0.1836  5.3047  17.282  22.587
0.1837  5.3069  17.283  22.59
0.1838  5.309  17.283  22.592
0.1839  5.3112  17.284  22.595
0.184  5.3134  17.284  22.598
0.1841  5.3156  17.285  22.6
0.1842  5.3176  17.285  22.603
0.1843  5.3198  17.286  22.606
0.1844  5.3219  17.286  22.608
0.1845  5.3241  17.287  22.611
0.1846  5.3263  17.287  22.614
0.1847  5.3284  17.288  22.616
0.1848  5.3305  17.288  22.619
0.1849  5.3326  17.289  22.621
0.185  5.3346  17.289  22.624
0.1851  5.3366  17.29  22.626
0.1852  5.3386  17.29  22.629
0.1853  5.3405  17.291  22.631
0.1854  5.3423  17.291  22.633
0.1855  5.3441  17.292  22.636
0.1856  5.3458  17.292  22.638
0.1857  5.3474  17.292  22.64
0.1858  5.349  17.293  22.642
0.1859  5.3505  17.293  22.644
0.186  5.3519  17.294  22.646
0.1861  5.3532  17.294  22.647
0.1862  5.3545  17.295  22.649
0.1863  5.3557  17.295  22.651
0.1864  5.3568  17.295  22.652
0.
